image_path,label,target_person_id
dataset/test\n000011\0246_02.jpg,genuine,n000011
dataset/test\n000022\0139_01.jpg,impostor,n000010
dataset/test\n000024\0192_02.jpg,impostor,n000027
dataset/test\n000016\0161_01.jpg,impostor,n000018
dataset/test\n000022\0058_01.jpg,genuine,n000022
dataset/test\n000028\0018_01.jpg,impostor,n000003
dataset/test\n000031\0100_01.jpg,impostor,n000011
dataset/test\n000032\0417_01.jpg,impostor,n000020
dataset/test\n000033\0129_01.jpg,genuine,n000033
dataset/test\n000027\0012_01.jpg,genuine,n000027
dataset/test\n000026\0048_03.jpg,impostor,n000024
dataset/test\n000023\0063_01.jpg,impostor,n000020
dataset/test\n000023\0298_01.jpg,impostor,n000027
dataset/test\n000021\0151_01.jpg,impostor,n000008
dataset/test\n000006\0004_01.jpg,genuine,n000006
dataset/test\n000019\0289_01.jpg,impostor,n000021
dataset/test\n000011\0283_02.jpg,impostor,n000004
dataset/test\n000011\0168_02.jpg,genuine,n000011
dataset/test\n000031\0197_01.jpg,impostor,n000026
dataset/test\n000011\0127_01.jpg,genuine,n000011
dataset/test\n000022\0235_01.jpg,genuine,n000022
dataset/test\n000031\0095_01.jpg,genuine,n000031
dataset/test\n000002\0013_01.jpg,impostor,n000027
dataset/test\n000006\0483_01.jpg,genuine,n000006
dataset/test\n000031\0239_01.jpg,impostor,n000030
dataset/test\n000023\0408_01.jpg,genuine,n000023
dataset/test\n000003\0062_01.jpg,impostor,n000025
dataset/test\n000020\0080_01.jpg,impostor,n000018
dataset/test\n000006\0354_01.jpg,impostor,n000022
dataset/test\n000026\0165_01.jpg,impostor,n000031
dataset/test\n000018\0131_01.jpg,genuine,n000018
dataset/test\n000014\0068_01.jpg,genuine,n000014
dataset/test\n000005\0071_01.jpg,impostor,n000011
dataset/test\n000030\0089_01.jpg,impostor,n000028
dataset/test\n000013\0212_01.jpg,impostor,n000006
dataset/test\n000028\0135_02.jpg,impostor,n000033
dataset/test\n000019\0129_01.jpg,impostor,n000008
dataset/test\n000028\0021_01.jpg,impostor,n000011
dataset/test\n000021\0012_01.jpg,genuine,n000021
dataset/test\n000023\0376_02.jpg,impostor,n000026
dataset/test\n000026\0378_01.jpg,impostor,n000030
dataset/test\n000005\0203_01.jpg,impostor,n000003
dataset/test\n000018\0169_01.jpg,impostor,n000031
dataset/test\n000005\0145_01.jpg,genuine,n000005
dataset/test\n000025\0178_02.jpg,genuine,n000025
dataset/test\n000004\0118_01.jpg,genuine,n000004
dataset/test\n000026\0116_01.jpg,genuine,n000026
dataset/test\n000016\0117_01.jpg,genuine,n000016
dataset/test\n000021\0042_01.jpg,genuine,n000021
dataset/test\n000024\0290_01.jpg,genuine,n000024
dataset/test\n000014\0013_01.jpg,genuine,n000014
dataset/test\n000016\0144_01.jpg,impostor,n000012
dataset/test\n000008\0054_01.jpg,impostor,n000032
dataset/test\n000007\0092_01.jpg,impostor,n000013
dataset/test\n000007\0002_01.jpg,impostor,n000025
dataset/test\n000016\0183_01.jpg,genuine,n000016
dataset/test\n000023\0044_02.jpg,genuine,n000023
dataset/test\n000006\0169_01.jpg,impostor,n000022
dataset/test\n000005\0180_01.jpg,genuine,n000005
dataset/test\n000021\0156_02.jpg,genuine,n000021
dataset/test\n000007\0138_03.jpg,impostor,n000026
dataset/test\n000027\0123_01.jpg,impostor,n000007
dataset/test\n000012\0307_01.jpg,impostor,n000002
dataset/test\n000024\0312_01.jpg,genuine,n000024
dataset/test\n000008\0053_01.jpg,impostor,n000012
dataset/test\n000028\0190_01.jpg,genuine,n000028
dataset/test\n000024\0344_02.jpg,genuine,n000024
dataset/test\n000024\0386_01.jpg,impostor,n000013
dataset/test\n000008\0250_02.jpg,genuine,n000008
dataset/test\n000032\0592_01.jpg,genuine,n000032
dataset/test\n000032\0118_03.jpg,genuine,n000032
dataset/test\n000030\0158_02.jpg,genuine,n000030
dataset/test\n000012\0415_01.jpg,genuine,n000012
dataset/test\n000032\0016_01.jpg,genuine,n000032
dataset/test\n000026\0258_01.jpg,impostor,n000011
dataset/test\n000026\0182_01.jpg,impostor,n000003
dataset/test\n000024\0132_01.jpg,genuine,n000024
dataset/test\n000004\0030_01.jpg,genuine,n000004
dataset/test\n000006\0127_01.jpg,genuine,n000006
dataset/test\n000021\0017_03.jpg,genuine,n000021
dataset/test\n000028\0222_01.jpg,genuine,n000028
dataset/test\n000021\0109_01.jpg,genuine,n000021
dataset/test\n000011\0230_01.jpg,genuine,n000011
dataset/test\n000027\0469_01.jpg,genuine,n000027
dataset/test\n000032\0292_01.jpg,impostor,n000019
dataset/test\n000022\0231_01.jpg,impostor,n000003
dataset/test\n000011\0129_01.jpg,impostor,n000017
dataset/test\n000002\0191_01.jpg,impostor,n000021
dataset/test\n000024\0061_01.jpg,impostor,n000030
dataset/test\n000012\0099_01.jpg,impostor,n000020
dataset/test\n000017\0336_01.jpg,impostor,n000033
dataset/test\n000026\0046_02.jpg,genuine,n000026
dataset/test\n000014\0274_01.jpg,genuine,n000014
dataset/test\n000023\0029_01.jpg,genuine,n000023
dataset/test\n000028\0054_01.jpg,impostor,n000021
dataset/test\n000021\0315_04.jpg,genuine,n000021
dataset/test\n000027\0021_01.jpg,impostor,n000015
dataset/test\n000022\0023_01.jpg,impostor,n000030
dataset/test\n000024\0123_01.jpg,genuine,n000024
dataset/test\n000010\0049_01.jpg,impostor,n000007
dataset/test\n000006\0169_01.jpg,genuine,n000006
dataset/test\n000033\0172_02.jpg,impostor,n000017
dataset/test\n000018\0175_01.jpg,genuine,n000018
dataset/test\n000019\0378_01.jpg,impostor,n000005
dataset/test\n000033\0167_01.jpg,impostor,n000006
dataset/test\n000032\0107_01.jpg,genuine,n000032
dataset/test\n000016\0333_01.jpg,genuine,n000016
dataset/test\n000004\0432_01.jpg,impostor,n000016
dataset/test\n000033\0378_01.jpg,genuine,n000033
dataset/test\n000032\0059_01.jpg,impostor,n000033
dataset/test\n000014\0053_01.jpg,impostor,n000021
dataset/test\n000023\0209_01.jpg,genuine,n000023
dataset/test\n000021\0134_01.jpg,impostor,n000031
dataset/test\n000007\0021_01.jpg,genuine,n000007
dataset/test\n000008\0224_01.jpg,genuine,n000008
dataset/test\n000031\0014_01.jpg,genuine,n000031
dataset/test\n000015\0140_01.jpg,impostor,n000010
dataset/test\n000010\0016_01.jpg,impostor,n000002
dataset/test\n000015\0403_01.jpg,genuine,n000015
dataset/test\n000028\0113_01.jpg,impostor,n000007
dataset/test\n000023\0363_01.jpg,impostor,n000032
dataset/test\n000011\0287_03.jpg,impostor,n000004
dataset/test\n000010\0051_01.jpg,genuine,n000010
dataset/test\n000012\0116_01.jpg,genuine,n000012
dataset/test\n000012\0288_02.jpg,impostor,n000024
dataset/test\n000006\0076_01.jpg,genuine,n000006
dataset/test\n000019\0286_01.jpg,impostor,n000002
dataset/test\n000003\0092_01.jpg,impostor,n000032
dataset/test\n000013\0181_02.jpg,genuine,n000013
dataset/test\n000011\0109_01.jpg,genuine,n000011
dataset/test\n000014\0091_01.jpg,genuine,n000014
dataset/test\n000020\0097_03.jpg,genuine,n000020
dataset/test\n000006\0119_02.jpg,genuine,n000006
dataset/test\n000019\0237_01.jpg,genuine,n000019
dataset/test\n000020\0396_02.jpg,impostor,n000024
dataset/test\n000027\0049_02.jpg,impostor,n000005
dataset/test\n000024\0298_01.jpg,impostor,n000013
dataset/test\n000019\0137_01.jpg,impostor,n000026
dataset/test\n000004\0235_01.jpg,genuine,n000004
dataset/test\n000007\0012_01.jpg,impostor,n000024
dataset/test\n000017\0042_01.jpg,genuine,n000017
dataset/test\n000007\0067_01.jpg,impostor,n000023
dataset/test\n000030\0109_05.jpg,genuine,n000030
dataset/test\n000026\0124_01.jpg,impostor,n000023
dataset/test\n000031\0158_02.jpg,impostor,n000011
dataset/test\n000012\0169_01.jpg,genuine,n000012
dataset/test\n000007\0139_01.jpg,genuine,n000007
dataset/test\n000018\0107_02.jpg,impostor,n000002
dataset/test\n000013\0033_01.jpg,impostor,n000028
dataset/test\n000033\0327_01.jpg,genuine,n000033
dataset/test\n000033\0228_01.jpg,genuine,n000033
dataset/test\n000017\0055_01.jpg,genuine,n000017
dataset/test\n000022\0110_01.jpg,genuine,n000022
dataset/test\n000028\0088_01.jpg,genuine,n000028
dataset/test\n000016\0183_01.jpg,impostor,n000025
dataset/test\n000004\0070_01.jpg,genuine,n000004
dataset/test\n000019\0316_01.jpg,impostor,n000012
dataset/test\n000002\0054_01.jpg,genuine,n000002
dataset/test\n000031\0054_01.jpg,genuine,n000031
dataset/test\n000010\0138_01.jpg,impostor,n000006
dataset/test\n000015\0007_01.jpg,genuine,n000015
dataset/test\n000019\0123_01.jpg,impostor,n000015
dataset/test\n000022\0116_01.jpg,genuine,n000022
dataset/test\n000023\0072_01.jpg,genuine,n000023
dataset/test\n000028\0408_02.jpg,impostor,n000032
dataset/test\n000023\0399_01.jpg,impostor,n000011
dataset/test\n000010\0290_01.jpg,impostor,n000018
dataset/test\n000022\0203_01.jpg,genuine,n000022
dataset/test\n000016\0186_02.jpg,impostor,n000020
dataset/test\n000020\0322_01.jpg,impostor,n000033
dataset/test\n000032\0054_01.jpg,impostor,n000005
dataset/test\n000020\0179_01.jpg,impostor,n000005
dataset/test\n000006\0180_01.jpg,impostor,n000026
dataset/test\n000021\0139_01.jpg,impostor,n000015
dataset/test\n000027\0035_01.jpg,genuine,n000027
dataset/test\n000019\0106_01.jpg,genuine,n000019
dataset/test\n000020\0035_05.jpg,genuine,n000020
dataset/test\n000021\0071_01.jpg,impostor,n000016
dataset/test\n000026\0310_01.jpg,impostor,n000016
dataset/test\n000032\0067_02.jpg,genuine,n000032
dataset/test\n000015\0383_01.jpg,genuine,n000015
dataset/test\n000003\0029_01.jpg,genuine,n000003
dataset/test\n000017\0109_01.jpg,genuine,n000017
dataset/test\n000006\0134_01.jpg,genuine,n000006
dataset/test\n000032\0023_01.jpg,genuine,n000032
dataset/test\n000023\0334_01.jpg,genuine,n000023
dataset/test\n000031\0114_01.jpg,impostor,n000020
dataset/test\n000013\0311_01.jpg,genuine,n000013
dataset/test\n000014\0025_01.jpg,impostor,n000005
dataset/test\n000026\0086_01.jpg,impostor,n000033
dataset/test\n000020\0264_01.jpg,impostor,n000017
dataset/test\n000026\0139_03.jpg,genuine,n000026
dataset/test\n000003\0040_01.jpg,impostor,n000033
dataset/test\n000024\0331_03.jpg,genuine,n000024
dataset/test\n000002\0040_01.jpg,genuine,n000002
dataset/test\n000024\0233_01.jpg,impostor,n000023
dataset/test\n000008\0024_01.jpg,impostor,n000004
dataset/test\n000030\0056_01.jpg,impostor,n000022
dataset/test\n000031\0114_01.jpg,genuine,n000031
dataset/test\n000028\0112_01.jpg,impostor,n000018
dataset/test\n000026\0107_04.jpg,impostor,n000015
dataset/test\n000011\0254_02.jpg,impostor,n000016
dataset/test\n000024\0071_01.jpg,genuine,n000024
dataset/test\n000002\0105_01.jpg,impostor,n000024
dataset/test\n000010\0166_01.jpg,genuine,n000010
dataset/test\n000007\0088_01.jpg,impostor,n000020
dataset/test\n000013\0300_01.jpg,impostor,n000015
dataset/test\n000024\0416_01.jpg,impostor,n000002
dataset/test\n000012\0068_01.jpg,genuine,n000012
dataset/test\n000006\0130_01.jpg,genuine,n000006
dataset/test\n000018\0066_02.jpg,genuine,n000018
dataset/test\n000007\0057_01.jpg,genuine,n000007
dataset/test\n000023\0178_02.jpg,impostor,n000019
dataset/test\n000033\0081_01.jpg,genuine,n000033
dataset/test\n000020\0015_02.jpg,impostor,n000026
dataset/test\n000006\0404_01.jpg,genuine,n000006
dataset/test\n000023\0259_01.jpg,genuine,n000023
dataset/test\n000022\0167_01.jpg,genuine,n000022
dataset/test\n000023\0136_01.jpg,genuine,n000023
dataset/test\n000027\0446_01.jpg,impostor,n000020
dataset/test\n000032\0434_02.jpg,genuine,n000032
dataset/test\n000030\0126_01.jpg,impostor,n000015
dataset/test\n000021\0222_01.jpg,genuine,n000021
dataset/test\n000014\0188_01.jpg,impostor,n000015
dataset/test\n000023\0282_01.jpg,genuine,n000023
dataset/test\n000006\0519_01.jpg,genuine,n000006
dataset/test\n000021\0139_01.jpg,genuine,n000021
dataset/test\n000022\0320_01.jpg,genuine,n000022
dataset/test\n000024\0304_02.jpg,impostor,n000028
dataset/test\n000010\0057_01.jpg,genuine,n000010
dataset/test\n000008\0285_01.jpg,impostor,n000027
dataset/test\n000022\0393_01.jpg,genuine,n000022
dataset/test\n000003\0202_01.jpg,genuine,n000003
dataset/test\n000011\0179_01.jpg,genuine,n000011
dataset/test\n000013\0046_01.jpg,genuine,n000013
dataset/test\n000024\0273_01.jpg,impostor,n000016
dataset/test\n000008\0117_01.jpg,genuine,n000008
dataset/test\n000011\0278_01.jpg,genuine,n000011
dataset/test\n000004\0199_01.jpg,genuine,n000004
dataset/test\n000021\0197_01.jpg,genuine,n000021
dataset/test\n000004\0286_01.jpg,impostor,n000027
dataset/test\n000030\0026_01.jpg,genuine,n000030
dataset/test\n000022\0438_01.jpg,impostor,n000018
dataset/test\n000006\0430_01.jpg,impostor,n000004
dataset/test\n000018\0175_01.jpg,impostor,n000013
dataset/test\n000008\0164_03.jpg,genuine,n000008
dataset/test\n000003\0008_01.jpg,impostor,n000024
dataset/test\n000032\0029_02.jpg,impostor,n000015
dataset/test\n000011\0153_01.jpg,impostor,n000007
dataset/test\n000022\0016_01.jpg,impostor,n000027
dataset/test\n000024\0215_02.jpg,impostor,n000012
dataset/test\n000017\0068_01.jpg,impostor,n000018
dataset/test\n000016\0370_01.jpg,genuine,n000016
dataset/test\n000024\0184_02.jpg,genuine,n000024
dataset/test\n000019\0173_01.jpg,impostor,n000017
dataset/test\n000002\0311_01.jpg,impostor,n000028
dataset/test\n000006\0080_01.jpg,impostor,n000017
dataset/test\n000020\0068_01.jpg,impostor,n000030
dataset/test\n000014\0158_01.jpg,genuine,n000014
dataset/test\n000015\0206_01.jpg,genuine,n000015
dataset/test\n000021\0068_01.jpg,genuine,n000021
dataset/test\n000018\0212_01.jpg,genuine,n000018
dataset/test\n000032\0158_01.jpg,impostor,n000014
dataset/test\n000015\0161_01.jpg,genuine,n000015
dataset/test\n000006\0142_01.jpg,impostor,n000019
dataset/test\n000015\0103_02.jpg,impostor,n000007
dataset/test\n000022\0136_03.jpg,impostor,n000015
dataset/test\n000019\0228_01.jpg,impostor,n000026
dataset/test\n000021\0121_01.jpg,impostor,n000020
dataset/test\n000006\0528_01.jpg,genuine,n000006
dataset/test\n000007\0149_01.jpg,impostor,n000006
dataset/test\n000021\0067_01.jpg,impostor,n000027
dataset/test\n000026\0136_01.jpg,impostor,n000007
dataset/test\n000024\0394_01.jpg,genuine,n000024
dataset/test\n000032\0469_02.jpg,genuine,n000032
dataset/test\n000011\0210_01.jpg,impostor,n000014
dataset/test\n000033\0409_01.jpg,impostor,n000021
dataset/test\n000007\0173_01.jpg,genuine,n000007
dataset/test\n000022\0333_01.jpg,genuine,n000022
dataset/test\n000017\0271_01.jpg,genuine,n000017
dataset/test\n000023\0258_01.jpg,genuine,n000023
dataset/test\n000023\0280_01.jpg,impostor,n000003
dataset/test\n000014\0255_01.jpg,impostor,n000023
dataset/test\n000016\0475_01.jpg,impostor,n000024
dataset/test\n000011\0126_01.jpg,genuine,n000011
dataset/test\n000012\0177_01.jpg,impostor,n000030
dataset/test\n000004\0039_01.jpg,genuine,n000004
dataset/test\n000026\0004_01.jpg,genuine,n000026
dataset/test\n000018\0051_01.jpg,impostor,n000024
dataset/test\n000019\0078_01.jpg,genuine,n000019
dataset/test\n000031\0233_01.jpg,genuine,n000031
dataset/test\n000020\0042_01.jpg,genuine,n000020
dataset/test\n000016\0214_01.jpg,genuine,n000016
dataset/test\n000019\0228_01.jpg,genuine,n000019
dataset/test\n000028\0053_03.jpg,genuine,n000028
dataset/test\n000024\0015_06.jpg,genuine,n000024
dataset/test\n000026\0344_01.jpg,impostor,n000028
dataset/test\n000002\0049_01.jpg,genuine,n000002
dataset/test\n000033\0262_01.jpg,impostor,n000031
dataset/test\n000005\0042_01.jpg,impostor,n000033
dataset/test\n000002\0085_01.jpg,impostor,n000015
dataset/test\n000016\0261_01.jpg,impostor,n000002
dataset/test\n000027\0123_01.jpg,genuine,n000027
dataset/test\n000004\0374_01.jpg,impostor,n000018
dataset/test\n000018\0055_01.jpg,impostor,n000017
dataset/test\n000027\0263_01.jpg,genuine,n000027
dataset/test\n000018\0112_01.jpg,genuine,n000018
dataset/test\n000022\0400_01.jpg,genuine,n000022
dataset/test\n000013\0110_01.jpg,genuine,n000013
dataset/test\n000031\0288_01.jpg,impostor,n000021
dataset/test\n000011\0068_01.jpg,impostor,n000027
dataset/test\n000004\0293_01.jpg,genuine,n000004
dataset/test\n000023\0034_01.jpg,impostor,n000020
dataset/test\n000006\0159_01.jpg,genuine,n000006
dataset/test\n000027\0158_02.jpg,impostor,n000002
dataset/test\n000014\0095_01.jpg,genuine,n000014
dataset/test\n000027\0116_01.jpg,genuine,n000027
dataset/test\n000019\0389_02.jpg,impostor,n000024
dataset/test\n000020\0466_01.jpg,genuine,n000020
dataset/test\n000032\0424_01.jpg,genuine,n000032
dataset/test\n000019\0281_01.jpg,genuine,n000019
dataset/test\n000032\0580_01.jpg,genuine,n000032
dataset/test\n000012\0177_01.jpg,genuine,n000012
dataset/test\n000013\0050_01.jpg,impostor,n000011
dataset/test\n000023\0367_01.jpg,impostor,n000007
dataset/test\n000032\0210_01.jpg,genuine,n000032
dataset/test\n000017\0044_01.jpg,genuine,n000017
dataset/test\n000007\0165_02.jpg,impostor,n000006
dataset/test\n000033\0129_01.jpg,impostor,n000015
dataset/test\n000022\0347_01.jpg,genuine,n000022
dataset/test\n000002\0109_01.jpg,genuine,n000002
dataset/test\n000006\0031_01.jpg,genuine,n000006
dataset/test\n000022\0175_01.jpg,genuine,n000022
dataset/test\n000030\0156_01.jpg,genuine,n000030
dataset/test\n000017\0015_01.jpg,impostor,n000011
dataset/test\n000025\0274_02.jpg,impostor,n000020
dataset/test\n000030\0179_02.jpg,impostor,n000019
dataset/test\n000017\0327_02.jpg,impostor,n000005
dataset/test\n000032\0486_03.jpg,impostor,n000014
dataset/test\n000028\0028_01.jpg,genuine,n000028
dataset/test\n000011\0249_01.jpg,impostor,n000004
dataset/test\n000010\0006_01.jpg,impostor,n000033
dataset/test\n000024\0118_01.jpg,impostor,n000026
dataset/test\n000022\0167_01.jpg,impostor,n000005
dataset/test\n000023\0085_01.jpg,impostor,n000025
dataset/test\n000004\0184_02.jpg,impostor,n000016
dataset/test\n000019\0295_01.jpg,impostor,n000018
dataset/test\n000031\0168_01.jpg,impostor,n000008
dataset/test\n000020\0379_01.jpg,genuine,n000020
dataset/test\n000011\0283_02.jpg,genuine,n000011
dataset/test\n000032\0024_01.jpg,genuine,n000032
dataset/test\n000013\0160_01.jpg,impostor,n000003
dataset/test\n000022\0187_01.jpg,impostor,n000007
dataset/test\n000019\0049_01.jpg,impostor,n000016
dataset/test\n000012\0246_01.jpg,genuine,n000012
dataset/test\n000027\0156_01.jpg,genuine,n000027
dataset/test\n000023\0099_01.jpg,impostor,n000002
dataset/test\n000015\0012_01.jpg,impostor,n000022
dataset/test\n000018\0089_01.jpg,impostor,n000016
dataset/test\n000007\0149_01.jpg,genuine,n000007
dataset/test\n000024\0490_01.jpg,impostor,n000022
dataset/test\n000008\0177_01.jpg,impostor,n000011
dataset/test\n000013\0121_01.jpg,impostor,n000032
dataset/test\n000025\0058_01.jpg,impostor,n000030
dataset/test\n000014\0213_01.jpg,genuine,n000014
dataset/test\n000004\0046_01.jpg,impostor,n000030
dataset/test\n000022\0214_02.jpg,impostor,n000031
dataset/test\n000007\0036_01.jpg,impostor,n000017
dataset/test\n000011\0300_01.jpg,genuine,n000011
dataset/test\n000012\0062_01.jpg,genuine,n000012
dataset/test\n000011\0012_01.jpg,impostor,n000026
dataset/test\n000021\0249_01.jpg,impostor,n000016
dataset/test\n000016\0403_01.jpg,impostor,n000012
dataset/test\n000023\0272_01.jpg,genuine,n000023
dataset/test\n000031\0288_01.jpg,genuine,n000031
dataset/test\n000013\0029_05.jpg,impostor,n000024
dataset/test\n000022\0114_01.jpg,genuine,n000022
dataset/test\n000003\0141_01.jpg,impostor,n000030
dataset/test\n000025\0317_02.jpg,impostor,n000028
dataset/test\n000024\0328_02.jpg,genuine,n000024
dataset/test\n000022\0333_01.jpg,impostor,n000012
dataset/test\n000002\0165_01.jpg,genuine,n000002
dataset/test\n000006\0532_01.jpg,genuine,n000006
dataset/test\n000028\0009_01.jpg,impostor,n000007
dataset/test\n000016\0113_01.jpg,impostor,n000010
dataset/test\n000032\0156_01.jpg,impostor,n000028
dataset/test\n000031\0127_01.jpg,impostor,n000013
dataset/test\n000008\0122_01.jpg,genuine,n000008
dataset/test\n000026\0390_02.jpg,impostor,n000028
dataset/test\n000028\0094_01.jpg,impostor,n000031
dataset/test\n000021\0054_01.jpg,genuine,n000021
dataset/test\n000032\0334_01.jpg,impostor,n000028
dataset/test\n000027\0092_01.jpg,impostor,n000011
dataset/test\n000018\0239_01.jpg,impostor,n000021
dataset/test\n000024\0123_01.jpg,impostor,n000023
dataset/test\n000006\0396_01.jpg,impostor,n000012
dataset/test\n000032\0315_01.jpg,genuine,n000032
dataset/test\n000014\0139_02.jpg,genuine,n000014
dataset/test\n000012\0015_01.jpg,genuine,n000012
dataset/test\n000032\0577_05.jpg,impostor,n000019
dataset/test\n000006\0074_01.jpg,genuine,n000006
dataset/test\n000026\0046_02.jpg,impostor,n000033
dataset/test\n000023\0334_01.jpg,impostor,n000027
dataset/test\n000027\0439_01.jpg,genuine,n000027
dataset/test\n000030\0154_01.jpg,genuine,n000030
dataset/test\n000025\0322_01.jpg,genuine,n000025
dataset/test\n000002\0326_01.jpg,genuine,n000002
dataset/test\n000019\0413_01.jpg,impostor,n000027
dataset/test\n000027\0238_02.jpg,impostor,n000005
dataset/test\n000019\0110_01.jpg,impostor,n000027
dataset/test\n000033\0421_01.jpg,impostor,n000016
dataset/test\n000017\0051_02.jpg,impostor,n000002
dataset/test\n000019\0164_01.jpg,genuine,n000019
dataset/test\n000007\0406_01.jpg,impostor,n000003
dataset/test\n000020\0027_01.jpg,genuine,n000020
dataset/test\n000011\0166_01.jpg,genuine,n000011
dataset/test\n000019\0044_02.jpg,genuine,n000019
dataset/test\n000016\0181_01.jpg,impostor,n000008
dataset/test\n000018\0014_01.jpg,impostor,n000031
dataset/test\n000012\0015_02.jpg,genuine,n000012
dataset/test\n000015\0180_01.jpg,genuine,n000015
dataset/test\n000004\0300_01.jpg,impostor,n000033
dataset/test\n000018\0084_01.jpg,impostor,n000015
dataset/test\n000026\0116_01.jpg,impostor,n000032
dataset/test\n000020\0124_01.jpg,impostor,n000005
dataset/test\n000032\0126_01.jpg,genuine,n000032
dataset/test\n000011\0049_01.jpg,genuine,n000011
dataset/test\n000014\0130_31.jpg,genuine,n000014
dataset/test\n000020\0044_02.jpg,impostor,n000010
dataset/test\n000033\0372_01.jpg,genuine,n000033
dataset/test\n000028\0121_01.jpg,impostor,n000016
dataset/test\n000022\0138_01.jpg,impostor,n000002
dataset/test\n000025\0013_01.jpg,impostor,n000008
dataset/test\n000021\0113_01.jpg,impostor,n000028
dataset/test\n000004\0190_01.jpg,impostor,n000032
dataset/test\n000013\0107_01.jpg,impostor,n000014
dataset/test\n000019\0200_01.jpg,impostor,n000026
dataset/test\n000027\0086_01.jpg,genuine,n000027
dataset/test\n000006\0329_01.jpg,impostor,n000008
dataset/test\n000007\0148_02.jpg,genuine,n000007
dataset/test\n000025\0115_02.jpg,impostor,n000018
dataset/test\n000030\0182_01.jpg,genuine,n000030
dataset/test\n000006\0103_01.jpg,impostor,n000027
dataset/test\n000026\0106_01.jpg,impostor,n000028
dataset/test\n000032\0581_02.jpg,genuine,n000032
dataset/test\n000023\0147_01.jpg,impostor,n000015
dataset/test\n000014\0018_01.jpg,genuine,n000014
dataset/test\n000010\0002_01.jpg,genuine,n000010
dataset/test\n000006\0374_01.jpg,genuine,n000006
dataset/test\n000023\0404_01.jpg,impostor,n000025
dataset/test\n000026\0218_01.jpg,genuine,n000026
dataset/test\n000032\0401_01.jpg,impostor,n000006
dataset/test\n000015\0383_01.jpg,impostor,n000003
dataset/test\n000028\0173_03.jpg,genuine,n000028
dataset/test\n000013\0332_01.jpg,impostor,n000020
dataset/test\n000020\0115_01.jpg,genuine,n000020
dataset/test\n000028\0175_02.jpg,impostor,n000007
dataset/test\n000007\0404_01.jpg,genuine,n000007
dataset/test\n000015\0041_01.jpg,impostor,n000030
dataset/test\n000032\0024_01.jpg,impostor,n000010
dataset/test\n000021\0276_01.jpg,genuine,n000021
dataset/test\n000028\0208_02.jpg,genuine,n000028
dataset/test\n000011\0183_02.jpg,genuine,n000011
dataset/test\n000011\0067_01.jpg,impostor,n000028
dataset/test\n000030\0088_01.jpg,genuine,n000030
dataset/test\n000032\0195_01.jpg,impostor,n000028
dataset/test\n000002\0316_01.jpg,impostor,n000019
dataset/test\n000033\0327_01.jpg,impostor,n000003
dataset/test\n000032\0242_01.jpg,genuine,n000032
dataset/test\n000021\0160_02.jpg,impostor,n000004
dataset/test\n000017\0077_01.jpg,genuine,n000017
dataset/test\n000033\0409_01.jpg,genuine,n000033
dataset/test\n000030\0106_03.jpg,impostor,n000015
dataset/test\n000024\0314_01.jpg,impostor,n000004
dataset/test\n000033\0186_02.jpg,genuine,n000033
dataset/test\n000017\0133_01.jpg,impostor,n000013
dataset/test\n000020\0441_01.jpg,genuine,n000020
dataset/test\n000018\0088_01.jpg,genuine,n000018
dataset/test\n000027\0428_01.jpg,impostor,n000023
dataset/test\n000031\0036_01.jpg,impostor,n000010
dataset/test\n000014\0130_34.jpg,genuine,n000014
dataset/test\n000032\0282_01.jpg,genuine,n000032
dataset/test\n000011\0228_01.jpg,impostor,n000020
dataset/test\n000006\0012_01.jpg,impostor,n000027
dataset/test\n000006\0230_01.jpg,genuine,n000006
dataset/test\n000030\0264_01.jpg,impostor,n000031
dataset/test\n000020\0178_01.jpg,impostor,n000024
dataset/test\n000007\0414_01.jpg,impostor,n000011
dataset/test\n000025\0111_01.jpg,impostor,n000026
dataset/test\n000033\0048_01.jpg,genuine,n000033
dataset/test\n000032\0302_01.jpg,impostor,n000024
dataset/test\n000006\0252_01.jpg,impostor,n000028
dataset/test\n000020\0297_01.jpg,genuine,n000020
dataset/test\n000033\0398_01.jpg,genuine,n000033
dataset/test\n000022\0402_01.jpg,genuine,n000022
dataset/test\n000023\0216_01.jpg,genuine,n000023
dataset/test\n000004\0023_03.jpg,impostor,n000018
dataset/test\n000005\0431_01.jpg,impostor,n000007
dataset/test\n000018\0290_01.jpg,impostor,n000026
dataset/test\n000007\0093_01.jpg,impostor,n000022
dataset/test\n000015\0055_01.jpg,genuine,n000015
dataset/test\n000003\0150_01.jpg,genuine,n000003
dataset/test\n000004\0135_01.jpg,impostor,n000015
dataset/test\n000020\0193_01.jpg,genuine,n000020
dataset/test\n000012\0378_01.jpg,impostor,n000019
dataset/test\n000003\0039_01.jpg,impostor,n000007
dataset/test\n000018\0136_01.jpg,impostor,n000012
dataset/test\n000012\0029_03.jpg,impostor,n000007
dataset/test\n000016\0459_01.jpg,genuine,n000016
dataset/test\n000024\0004_01.jpg,impostor,n000017
dataset/test\n000023\0288_02.jpg,impostor,n000022
dataset/test\n000019\0177_01.jpg,impostor,n000020
dataset/test\n000019\0364_01.jpg,impostor,n000014
dataset/test\n000008\0144_01.jpg,impostor,n000030
dataset/test\n000012\0320_01.jpg,impostor,n000031
dataset/test\n000016\0118_03.jpg,impostor,n000013
dataset/test\n000016\0139_01.jpg,genuine,n000016
dataset/test\n000013\0115_01.jpg,genuine,n000013
